Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2015,2015,2015,4,0,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,,,38022675,,38022675,,196875081,,,0
H4,2016,2016,2016,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,,,84322773,,84322773,,493769938,,,6
H4,2016,2016,2016,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,,,110757384,,110757384,,528455784,,,6
H4,2016,2016,2016,4,0,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,,,1197359895,,1197359895,,3370561505,,,0
H4,2016,2016,2016,4,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,,,564922002,,564922002,,2318830177,,,0
H4,2016,2016,2016,4,0,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,,,442647777,,442647777,,1415348978,,,0
H4,2016,2016,2016,4,0,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,,,2116955,,2116955,,25012127,,,0
H4,2016,2016,2016,4,0,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,,,171503857,,171503857,,516528094,,,0
H4,2016,2016,2016,4,0,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,,,4953940,,4953940,,26561127,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,,,1603485966,,1603485966,,5746364394,,,6
H4,2016,2016,2016,4,0,2,Export,842,USA,USA,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,,,130348016,,130348016,,932040758,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,,,42017809,,42017809,,207437710,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,60561817,,60561817,,134025968,,,0
H4,2014,2014,2014,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,67172981,,67172981,,198923071,,,0
H4,2014,2014,2014,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,1082044905,,1082044905,,3214015131,,,0
H4,2014,2014,2014,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,182057659,,182057659,,599679948,,,0
H4,2014,2014,2014,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,407351963,,407351963,,1332057340,,,0
H4,2014,2014,2014,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,1381,,1381,,9792,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,135476491,,135476491,,391599686,,,0
H4,2014,2014,2014,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,146680,,146680,,630316,,,0
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,1346278381,,1346278381,,4888414911,,,0
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,45946062,,45946062,,169283235,,,0
H4,2014,2014,2014,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,45621321,,45621321,,165201077,,,0
H4,2015,2015,2015,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,49256464,,49256464,,118969518,,,0
H4,2015,2015,2015,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,61637906,,61637906,,179786686,,,0
H4,2015,2015,2015,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,1032375012,,1032375012,,2766876334,,,6
H4,2015,2015,2015,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,177075766,,177075766,,541056743,,,0
H4,2015,2015,2015,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,433234569,,433234569,,1476536731,,,0
H4,2015,2015,2015,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,4134,,4134,,32130,,,0
H4,2015,2015,2015,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,137548434,,137548434,,363444302,,,6
H4,2015,2015,2015,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,311397,,311397,,1113770,,,6
H4,2015,2015,2015,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,1357382298,,1357382298,,4826275714,,,0
H4,2015,2015,2015,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,35422653,,35422653,,179856219,,,0
H4,2015,2015,2015,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,34670393,,34670393,,172167790,,,0
H4,2016,2016,2016,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,50515618,,50515618,,112019553,,,0
H4,2016,2016,2016,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,82665048,,82665048,,196166970,,,0
H4,2016,2016,2016,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,1119347540,,1119347540,,2715407863,,,0
H4,2016,2016,2016,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,203082332,,203082332,,562434789,,,0
H4,2016,2016,2016,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,432591641,,432591641,,1307529703,,,0
H4,2016,2016,2016,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,23989,,23989,,642893,,,0
H4,2016,2016,2016,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,150911497,,150911497,,367125614,,,0
H4,2016,2016,2016,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,251537,,251537,,989778,,,0
H4,2016,2016,2016,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,1416990608,,1416990608,,4531646618,,,6
H4,2016,2016,2016,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,39073457,,39073457,,186238405,,,0
H4,2016,2016,2016,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,090111,Coffee; not roasted or decaffeinated,8,Weight in kilograms,,,38350614,,38350614,,180958483,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,8466,,8466,,96139,,,0
H4,2014,2014,2014,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,828738,,828738,,1796975,,,0
H4,2014,2014,2014,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,149933837,,149933837,,570745274,,,0
H4,2014,2014,2014,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,2020027,,2020027,,10560978,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,11810,,11810,,67642,,,0
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,110823922,,110823922,,459806816,,,0
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,1948505,,1948505,,7460124,,,0
H4,2014,2014,2014,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,1215565,,1215565,,4208406,,,0
H4,2015,2015,2015,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,41373,,41373,,188151,,,0
H4,2015,2015,2015,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,1320,,1320,,8478,,,0
H4,2015,2015,2015,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,286096,,286096,,1248852,,,6
H4,2015,2015,2015,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,146853968,,146853968,,483640886,,,0
H4,2015,2015,2015,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,2026476,,2026476,,10876135,,,0
H4,2015,2015,2015,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,17092,,17092,,84585,,,0
H4,2015,2015,2015,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,10401,,10401,,44822,,,0
H4,2015,2015,2015,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,105187649,,105187649,,411665694,,,0
H4,2015,2015,2015,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,1406554,,1406554,,4604360,,,0
H4,2015,2015,2015,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,957192,,957192,,3144566,,,0
H4,2016,2016,2016,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,57193,,57193,,171596,,,0
H4,2016,2016,2016,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,1200,,1200,,6975,,,0
H4,2016,2016,2016,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,455081,,455081,,2035486,,,0
H4,2016,2016,2016,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,147589282,,147589282,,478273206,,,0
H4,2016,2016,2016,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,2548472,,2548472,,11334201,,,0
H4,2016,2016,2016,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,20725,,20725,,101435,,,0
H4,2016,2016,2016,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,4774,,4774,,21541,,,0
H4,2016,2016,2016,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,101136123,,101136123,,366804464,,,0
H4,2016,2016,2016,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,1554915,,1554915,,4964382,,,0
H4,2016,2016,2016,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,090112,"Coffee; decaffeinated, not roasted",8,Weight in kilograms,,,1050526,,1050526,,3509162,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,4467371,,4467371,,46740344,,,0
H4,2014,2014,2014,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,4521218,,4521218,,23334717,,,6
H4,2014,2014,2014,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,77732910,,77732910,,775343646,,,0
H4,2014,2014,2014,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,202535323,,202535323,,1258013412,,,0
H4,2014,2014,2014,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,7272544,,7272544,,96422235,,,0
H4,2014,2014,2014,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,616946,,616946,,8295949,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,18893517,,18893517,,176684626,,,0
H4,2014,2014,2014,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,8114247,,8114247,,42250393,,,0
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,61858346,,61858346,,607443657,,,0
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,94267344,,94267344,,740854236,,,0
H4,2014,2014,2014,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,2058485,,2058485,,19317274,,,0
H4,2015,2015,2015,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,9101810,,9101810,,102233445,,,0
H4,2015,2015,2015,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,4778155,,4778155,,47361317,,,6
H4,2015,2015,2015,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,76460398,,76460398,,613965166,,,6
H4,2015,2015,2015,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,196074483,,196074483,,1174473254,,,0
H4,2015,2015,2015,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,6663887,,6663887,,89414951,,,0
H4,2015,2015,2015,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,1629585,,1629585,,16818480,,,0
H4,2015,2015,2015,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,18788067,,18788067,,144980812,,,0
H4,2015,2015,2015,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,5106325,,5106325,,27113713,,,0
H4,2015,2015,2015,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,69596587,,69596587,,734680708,,,0
H4,2015,2015,2015,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,84314531,,84314531,,720372483,,,0
H4,2015,2015,2015,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,2174028,,2174028,,19767189,,,0
H4,2016,2016,2016,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,33009870,,33009870,,374106925,,,0
H4,2016,2016,2016,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,27822004,,27822004,,327129137,,,0
H4,2016,2016,2016,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,76019117,,76019117,,631610321,,,0
H4,2016,2016,2016,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,207363416,,207363416,,1231554532,,,0
H4,2016,2016,2016,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,7220865,,7220865,,91987559,,,0
H4,2016,2016,2016,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,2089890,,2089890,,24302936,,,0
H4,2016,2016,2016,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,20312375,,20312375,,146995828,,,0
H4,2016,2016,2016,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,4591349,,4591349,,25309612,,,0
H4,2016,2016,2016,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,78728364,,78728364,,786435717,,,0
H4,2016,2016,2016,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,83833660,,83833660,,697041921,,,0
H4,2016,2016,2016,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,090121,"Coffee; roasted, not decaffeinated",8,Weight in kilograms,,,2179474,,2179474,,20238325,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,663671,,663671,,6485140,,,0
H4,2014,2014,2014,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,26250,,26250,,166310,,,0
H4,2014,2014,2014,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,1433688,,1433688,,26283866,,,0
H4,2014,2014,2014,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,7883457,,7883457,,57843727,,,0
H4,2014,2014,2014,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,190656,,190656,,3106736,,,0
H4,2014,2014,2014,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,231,,231,,5345,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,142213,,142213,,3239790,,,0
H4,2014,2014,2014,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,26101,,26101,,93403,,,0
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,5907822,,5907822,,56720285,,,0
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,5150064,,5150064,,37299283,,,0
H4,2014,2014,2014,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,355313,,355313,,2990582,,,0
H4,2015,2015,2015,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,742171,,742171,,7136905,,,0
H4,2015,2015,2015,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,9581,,9581,,71094,,,0
H4,2015,2015,2015,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,1639329,,1639329,,24498286,,,0
H4,2015,2015,2015,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,7690781,,7690781,,55230109,,,6
H4,2015,2015,2015,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,254571,,254571,,4252340,,,0
H4,2015,2015,2015,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,3985,,3985,,82557,,,0
H4,2015,2015,2015,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,145321,,145321,,2372491,,,0
H4,2015,2015,2015,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,48194,,48194,,113478,,,0
H4,2015,2015,2015,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,6198195,,6198195,,60578117,,,0
H4,2015,2015,2015,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,5410858,,5410858,,41423731,,,0
H4,2015,2015,2015,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,183635,,183635,,1710454,,,0
H4,2016,2016,2016,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,723394,,723394,,7347720,,,6
H4,2016,2016,2016,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,266881,,266881,,5141713,,,0
H4,2016,2016,2016,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,1424909,,1424909,,21005961,,,0
H4,2016,2016,2016,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,6819540,,6819540,,45732550,,,0
H4,2016,2016,2016,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,278320,,278320,,4416039,,,0
H4,2016,2016,2016,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,2819,,2819,,60691,,,0
H4,2016,2016,2016,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,138618,,138618,,2097736,,,0
H4,2016,2016,2016,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,105367,,105367,,224575,,,0
H4,2016,2016,2016,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,6458520,,6458520,,60698639,,,0
H4,2016,2016,2016,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,090122,"Coffee; roasted, decaffeinated",8,Weight in kilograms,,,5092879,,5092879,,39999762,,,0
